repo_id,url,stratum,family_id,family_relation,discovery_scope,task,parameters,languages,license_status,subject_areas,top_evidence_type,evidence_quote,description,review_factual,review_evidence_sufficient,review_omissions,review_family_correct,review_useful
Efficient-Large-Model/SANA1.5_1.6B_1024px,https://huggingface.co/Efficient-Large-Model/SANA1.5_1.6B_1024px,image_video_generation,efficient-large-model--sana1-5-1-6b-1024px,canonical,primary,text-to-image,1600000000,en;zh,recognized_identifier,multilingual-nlp,evaluated_on,Top-notch GenEval & DPGBench results.,SANA‑1.5 is a scalable linear‑diffusion‑transformer‑based text‑to‑image generative model that efficiently produces 1024‑pixel images from English or Chinese prompts.,,,,,
Felipe2231/canario-amarelo-prod-final,https://huggingface.co/Felipe2231/canario-amarelo-prod-final,image_video_generation,qwen--qwen3-tts-12hz-1-7b-customvoice,derived_from,primary,text-to-video,,aa;ae;af;ak;am;an;ar;as;av;ay;az;ba;bg;bh;bi;bm;bn;bo;ch;br;bs;ca;ce;co;cr;cs;pyton,recognized_identifier,,,,This modelcard aims to be a base template for new models.,,,,,
FireRedTeam/FireRed-Image-Edit-1.0-Lightning,https://huggingface.co/FireRedTeam/FireRed-Image-Edit-1.0-Lightning,image_video_generation,fireredteam--firered-image-edit-1-0,derived_from,primary,image-to-image,,en;zh,recognized_identifier,,,,"FireRed-Image-Edit-1.0-Lightning is a distilled LoRA model for image-to-image editing, built on the FireRed-Image-Edit-1.0 base model.",,,,,
GuangyuanSD/Z-Image-Distilled,https://huggingface.co/GuangyuanSD/Z-Image-Distilled,image_video_generation,tongyi-mai--z-image,derived_from,primary,text-to-image,,en;zh,recognized_identifier,,intended_for,"Compared to the official Z-Image, inference is much faster (good results achievable in just 10–20 steps)","A distilled, accelerated text-to-image model based on Z-Image (non‑Turbo) that offers fast inference, LoRA compatibility, multilingual prompt support, and improved visual fidelity.",,,,,
LiconStudio/Ltx2.3-VBVR-lora-I2V,https://huggingface.co/LiconStudio/Ltx2.3-VBVR-lora-I2V,image_video_generation,lightricks--ltx-2-3,derived_from,primary,,,en;zh,declared_link,video-reasoning,trained_on,VBVR (A Very Big Video Reasoning Suite) dataset,"LoRA fine‑tuned weights for the LTX‑2.3 22B model on the VBVR (A Very Big Video Reasoning Suite) dataset, designed to improve video generation and reasoning performance.",,,,,
Luis152025/Mi_studio_de_anime,https://huggingface.co/Luis152025/Mi_studio_de_anime,image_video_generation,wan-ai--wan2-1-t2v-1-3b-diffusers,exact_duplicate_of,variant,text-to-video,1418996800,en;zh,recognized_identifier,,intended_for,"Multiple Tasks**: **Wan2.1** excels in Text-to-Video, Image-to-Video, Video Editing, Text-to-Image, and Video-to-Audio","Wan2.1 is an open, large‑scale video generative model suite that supports text‑to‑video, image‑to‑video, video editing, text‑to‑image, and video‑to‑audio tasks, with multilingual text generation and a powerful 3D VAE. It delivers state‑of‑the‑art performance on consumer‑grade GPUs and offers multi‑GPU inference, prompt extension, and a Diffusers integration.",,,,,
Menoviar28/menov61,https://huggingface.co/Menoviar28/menov61,image_video_generation,zai-org--glm-image,derived_from,primary,text-to-video,,en;id;ja;jv,recognized_identifier,,,,--- license: apache-2.0 datasets: - bigai/TongSIM-Asset language: - en - id - ja - jv metrics: - accuracy - character base_model: - zai-org/GLM-Image new_version: nvidia/personaplex-7b-v1 pipeline_tag: text-to-video library_name: asteroid tags: - art ---,,,,,
Nishant2414/LongCat-Video,https://huggingface.co/Nishant2414/LongCat-Video,image_video_generation,meituan-longcat--longcat-video,exact_duplicate_of,variant,text-to-video,,en;zh,recognized_identifier,,trained_on,"LongCat-Video is natively pretrained on *Video-Continuation* tasks, enabling it to produce minutes-long videos without color drifting or quality degradation.","LongCat-Video is a foundational video generation model with 13.6B parameters, delivering strong performance across Text-to-Video, Image-to-Video, and Video-Continuation generation tasks, particularly excelling in efficient and high-quality long video generation.",,,,,
RealRestorer/RealRestorer,https://huggingface.co/RealRestorer/RealRestorer,image_video_generation,stepfun-ai--step1x-edit,canonical,primary,,12438033217,en;zh,recognized_identifier,image-restoration,intended_for,RealRestorer is a generalizable real-world image restoration model built on top of large-scale image editing models.,RealRestorer is a generalizable real-world image restoration model built on top of large-scale image editing models.,,,,,
UnfilteredAI/NSFW-gen-v2,https://huggingface.co/UnfilteredAI/NSFW-gen-v2,image_video_generation,helpingai--pixelgen,derived_from,primary,text-to-image,3468838944,en;pt;th,declared_text,,intended_for,"NSFW-gen is a text-to-image generator developed by UnfilteredAI. This model is designed to generate all kinds of images, including explicit and NSFW (Not Safe For Work) images from textual inputs.","NSFW-gen is a text-to-image generator developed by UnfilteredAI that can produce all kinds of images, including explicit and NSFW content from textual prompts.",,,,,
UnfilteredAI/NSFW-gen-v2.1,https://huggingface.co/UnfilteredAI/NSFW-gen-v2.1,image_video_generation,helpingai--pixelgen,derived_from,primary,text-to-image,2567463684,en;pt;th,declared_text,image-generation,intended_for,Type:** Text-to-Image Generator,Text‑to‑image generator that can produce explicit and NSFW images from textual prompts.,,,,,
Wan-AI/Wan2.1-VACE-1.3B,https://huggingface.co/Wan-AI/Wan2.1-VACE-1.3B,image_video_generation,wan-ai--wan2-1-vace-1-3b,derived_from,primary,image-to-video,2153972032,en;zh,recognized_identifier,multilingual-nlp,trained_on,"For the first-last frame to video generation, we train our model primarily on Chinese text-video pairs","Wan2.1 is an open-source video foundation model suite that supports text-to-video, image-to-video, video editing, text-to-image, and video-to-audio generation, offering state‑of‑the‑art performance on consumer‑grade GPUs and multilingual text generation in Chinese and English.",,,,,
Wuli-art/Qwen-Image-2512-Turbo-LoRA,https://huggingface.co/Wuli-art/Qwen-Image-2512-Turbo-LoRA,image_video_generation,qwen--qwen-image-2512,derived_from,primary,text-to-image,,en;zh,recognized_identifier,,,,"Qwen‑Image‑2512‑Turbo‑LoRA is a 4‑ or 8‑step turbo LoRA for the Qwen‑Image‑2512 text‑to‑image model that matches the original output quality while being over 20× faster, 2× faster than CFG‑distillation, and supports both English and Chinese prompts. It is ComfyUI‑compatible, has a web demo, and offers improved color and detail across its V1.0‑V3.0 releases.",,,,,
acvlab/ABot-World-0-5B-LF,https://huggingface.co/acvlab/ABot-World-0-5B-LF,image_video_generation,wan-ai--wan2-2-ti2v-5b,derived_from,primary,image-to-video,5270329536,en;zh,recognized_identifier,world-simulation,intended_for,ABot-World turns a single NVIDIA RTX 5090 desktop GPU into a real-time interactive world simulator,"ABot-World turns a single NVIDIA RTX 5090 desktop GPU into a real-time interactive world simulator, enabling infinite action‑conditioned world rollout at 720P, 16 FPS, 1.2 s latency, and 19 GB GPU memory.",,,,,
ali-vilab/VACE-Wan2.1-1.3B-Preview,https://huggingface.co/ali-vilab/VACE-Wan2.1-1.3B-Preview,image_video_generation,wan-ai--wan2-1-t2v-1-3b,canonical,primary,image-to-video,2153972032,en;zh,recognized_identifier,,intended_for,"reference-to-video generation (R2V), video-to-video editing (V2V), and masked video-to-video editing (MV2V)","VACE is an all‑in‑one video creation and editing model that supports reference‑to‑video generation, video‑to‑video editing, and masked video‑to‑video editing.",,,,,
alibaba-pai/Wan2.1-Fun-1.3B-Control,https://huggingface.co/alibaba-pai/Wan2.1-Fun-1.3B-Control,image_video_generation,alibaba-pai--wan2-1-fun-1-3b-inp,exact_duplicate_of,variant,text-to-video,1300000000,en;zh,recognized_identifier,,intended_for,支持多分辨率（512，768，1024）的视频预测,"Wan2.1‑Fun‑1.3B‑Control is a large‑parameter video generation model that supports text‑to‑video, image‑to‑video, video‑to‑video, and control‑based video generation with multi‑resolution and multi‑language prompts, and offers memory‑saving modes for consumer GPUs.",,,,,
alibaba-pai/Wan2.1-Fun-1.3B-InP,https://huggingface.co/alibaba-pai/Wan2.1-Fun-1.3B-InP,image_video_generation,alibaba-pai--wan2-1-fun-1-3b-inp,canonical,primary,text-to-video,1300000000,en;zh,recognized_identifier,,trained_on,Wan2.1-Fun-1.3B文图生视频权重，以多分辨率训练，支持首尾图预测。,"Wan2.1-Fun-1.3B is a text‑to‑video model trained on multi‑resolution data, supporting start and end image prediction.",,,,,
alibaba-pai/Wan2.1-Fun-14B-Control,https://huggingface.co/alibaba-pai/Wan2.1-Fun-14B-Control,image_video_generation,alibaba-pai--wan2-1-fun-14b-control,canonical,primary,text-to-video,14000000000,en;zh,recognized_identifier,,intended_for,普通控制生视频（Canny、Pose、Depth等）,"Wan2.1‑Fun‑14B‑Control is a large‑scale text‑to‑video model that supports text, image, and video prompts, control conditions such as Canny, Depth, Pose, MLSD, and trajectory, multi‑resolution generation (512, 768, 1024), and multi‑language (English, Chinese) inference.",,,,,
alibaba-pai/Wan2.1-Fun-14B-InP,https://huggingface.co/alibaba-pai/Wan2.1-Fun-14B-InP,image_video_generation,alibaba-pai--wan2-1-fun-14b-control,exact_duplicate_of,variant,text-to-video,14000000000,en;zh,recognized_identifier,,intended_for,Wan2.1-Fun-14B文图生视频权重，以多分辨率训练，支持首尾图预测。,"Wan2.1‑Fun is a 14 B‑parameter text‑to‑video generation model that supports multi‑resolution, image‑to‑video, video‑to‑video, and control‑based video generation with multilingual prediction.",,,,,
alibaba-pai/Wan2.1-Fun-V1.1-1.3B-Control,https://huggingface.co/alibaba-pai/Wan2.1-Fun-V1.1-1.3B-Control,image_video_generation,alibaba-pai--wan2-1-fun-v1-1-1-3b-inp,exact_duplicate_of,variant,text-to-video,1300000000,en;zh,recognized_identifier,,intended_for,支持不同的控制条件，如Canny、Depth、Pose、MLSD等，支持参考图 + 控制条件进行控制，支持使用轨迹控制,"A large‑scale text‑to‑video generation model (Wan2.1‑Fun) that supports text, image, and video prompts, multiple control modalities (Canny, Depth, Pose, MLSD, camera), multi‑resolution outputs (512, 768, 1024), and multi‑language (English, Chinese) generation, with memory‑optimization options for consumer GPUs.",,,,,
alibaba-pai/Wan2.1-Fun-V1.1-1.3B-Control-Camera,https://huggingface.co/alibaba-pai/Wan2.1-Fun-V1.1-1.3B-Control-Camera,image_video_generation,alibaba-pai--wan2-1-fun-v1-1-1-3b-inp,exact_duplicate_of,variant,text-to-video,1300000000,en;zh,recognized_identifier,,intended_for,支持多分辨率（512，768，1024）的视频预测,"Wan2.1-Fun is a 1.3B-parameter text-to-video generation model that supports multi-language, multi-resolution, and control-based video generation, including image-to-video and video-to-video modes.",,,,,
alibaba-pai/Wan2.1-Fun-V1.1-1.3B-InP,https://huggingface.co/alibaba-pai/Wan2.1-Fun-V1.1-1.3B-InP,image_video_generation,alibaba-pai--wan2-1-fun-v1-1-1-3b-inp,canonical,primary,text-to-video,1300000000,en;zh,recognized_identifier,,intended_for,Wan2.1-Fun-V1.1-1.3B文图生视频权重，以多分辨率训练，支持首尾图预测。,Wan2.1‑Fun‑V1.1‑1.3B is a text‑to‑video model trained with multi‑resolution data and supports start/end image prediction.,,,,,
alibaba-pai/Wan2.1-Fun-V1.1-14B-Control,https://huggingface.co/alibaba-pai/Wan2.1-Fun-V1.1-14B-Control,image_video_generation,alibaba-pai--wan2-1-fun-v1-1-14b-inp,exact_duplicate_of,variant,text-to-video,14000000000,en;zh,recognized_identifier,,intended_for,control_video是控制生视频的控制视频，是使用Canny、Pose、Depth等算子提取后的视频。,"Wan2.1-Fun is a large-scale text-to-video generation model that supports text, image, and video inputs, multi-resolution and multi-language generation, and various control conditions such as Canny, Depth, Pose, MLSD, and camera control, with memory-saving inference options.",,,,,
alibaba-pai/Wan2.1-Fun-V1.1-14B-Control-Camera,https://huggingface.co/alibaba-pai/Wan2.1-Fun-V1.1-14B-Control-Camera,image_video_generation,alibaba-pai--wan2-1-fun-v1-1-14b-inp,exact_duplicate_of,variant,text-to-video,14000000000,en;zh,recognized_identifier,software-engineering,intended_for,使用docker的情况下，请保证机器中已经正确安装显卡驱动与CUDA环境，然后以此执行以下命令：,"Wan2.1‑Fun‑V1.1 is a 14B‑parameter text‑to‑video generation model that supports multi‑resolution (512, 768, 1024), multi‑language prompts, and a variety of control conditions (Canny, Depth, Pose, MLSD, camera‑lens, trajectory). It can generate videos from text, reference images, or reference videos, and offers GPU‑memory optimisation modes for deployment on consumer GPUs.",,,,,
11mlabs/indri-0.1-124m-tts,https://huggingface.co/11mlabs/indri-0.1-124m-tts,speech_audio_music,openai-community--gpt2,derived_from,primary,text-to-speech,139614720,en;hi,recognized_identifier,speech-and-audio;multilingual-nlp,intended_for,"Indri is a series of audio models that can do TTS, ASR, and audio continuation.","Indri is a series of audio models that can do TTS, ASR, and audio continuation. This is the smallest model (124M) in our series and supports TTS tasks in 2 languages: English, Hindi.",,,,,
ARTPARK-IISc/DhVaani-0.5,https://huggingface.co/ARTPARK-IISc/DhVaani-0.5,speech_audio_music,k2-fsa--zipvoice,canonical,primary,text-to-speech,122798800,as;bn;brx;doi;en;gu;hi;hne;bho;kn;ks;kok;mai;mag;ml;mni;mr;ne;or;pa;raj;sa;sat;sd;ta;te;ur,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,"DhVaani** is a fast, zero-shot voice-cloning text-to-speech model covering **27 Indian languages**.","**DhVaani** is a fast, zero-shot voice-cloning text-to-speech model covering **27 Indian languages**.",,,,,
AbijahKaj/whisper-telephony-amd,https://huggingface.co/AbijahKaj/whisper-telephony-amd,speech_audio_music,openai--whisper-tiny,derived_from,primary,audio-classification,8307972,en;fr;es;de,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,"A real-time audio classifier that detects whether a telephony call is answered by a **human**, **voicemail**, **IVR system**, or **answering machine** — using Whisper's speech understanding to distinguish human-recorded voicemail greetings from live speech.","A real‑time audio classifier that detects whether a telephony call is answered by a **human**, **voicemail**, **IVR system**, or **answering machine** — using Whisper's speech understanding to distinguish human‑recorded voicemail greetings from live speech.",,,,,
Ademola265/HeartCodec-oss,https://huggingface.co/Ademola265/HeartCodec-oss,speech_audio_music,ademola265--heartcodec-oss,canonical,primary,text-to-audio,1659568725,zh;en;ja;ko;es,recognized_identifier,,,,HeartCodec-oss is a model developed by the HeartMuLa team.,,,,,
Aniemore/hubert-emotion-v1-crosslingual,https://huggingface.co/Aniemore/hubert-emotion-v1-crosslingual,speech_audio_music,jonatasgrosman--exp-w2v2t-ru-hubert-s818,derived_from,primary,audio-classification,316231303,ru;en;de;pl;it;fr;es;bn,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,"retrained on a mix of 27,939 clips spanning eight languages","Speech emotion recognition over seven classes — `anger`, `disgust`, `enthusiasm`, `fear`, `happiness`, `neutral`, `sadness`.",,,,,
Aniemore/unispeech-sat-emotion-v1-crosslingual,https://huggingface.co/Aniemore/unispeech-sat-emotion-v1-crosslingual,speech_audio_music,jonatasgrosman--exp-w2v2t-ru-unispeech-sat-s423,derived_from,primary,audio-classification,316227719,ru;en;de;pl;it;fr;es;bn,recognized_identifier,multilingual-nlp,trained_on,"retrained on a mix of 27,939 clips spanning eight languages and three speaking registers instead of one acted Russian corpus.","Speech emotion recognition over seven classes — `anger`, `disgust`, `enthusiasm`, `fear`, `happiness`, `neutral`, `sadness`.",,,,,
Aniemore/wavlm-emotion-v1-crosslingual,https://huggingface.co/Aniemore/wavlm-emotion-v1-crosslingual,speech_audio_music,jonatasgrosman--exp-w2v2t-ru-wavlm-s363,derived_from,primary,audio-classification,316509895,ru;en;de;pl;it;fr;es;bn,recognized_identifier,multilingual-nlp,trained_on,"Same architecture as [`Aniemore/wavlm-emotion-russian-resd`](https://huggingface.co/Aniemore/wavlm-emotion-russian-resd), retrained on a mix of 27,939 clips spanning eight languages and three speaking registers instead of one acted Russian corpus.","Speech emotion recognition over seven classes — `anger`, `disgust`, `enthusiasm`, `fear`, `happiness`, `neutral`, `sadness`.",,,,,
Aratako/MioTTS-0.4B,https://huggingface.co/Aratako/MioTTS-0.4B,speech_audio_music,liquidai--lfm2-350m,derived_from,primary,text-to-speech,366542592,ja;en,declared_text,multilingual-nlp,trained_on,"Trained on approximately **100,000 hours** of English and Japanese data.","MioTTS-0.4B is a lightweight, high-speed Text-to-Speech (TTS) model based on an LLM architecture. It is designed to generate high-quality speech in English and Japanese while maintaining low latency and minimal resource usage.",,,,,
Aratako/MioTTS-2.6B,https://huggingface.co/Aratako/MioTTS-2.6B,speech_audio_music,liquidai--lfm2-2-6b,derived_from,primary,text-to-speech,2593389568,ja;en,declared_text,speech-and-audio;multilingual-nlp,trained_on,"Trained on approximately **100,000 hours** of English and Japanese data.","**MioTTS-2.6B** is a lightweight, high-speed Text-to-Speech (TTS) model based on an LLM architecture. It is designed to generate high-quality speech in **English and Japanese** while maintaining low latency and minimal resource usage.",,,,,
BHOSAI/SARA_TTS,https://huggingface.co/BHOSAI/SARA_TTS,speech_audio_music,facebook--mms-tts,canonical,primary,text-to-speech,36285360,az;azerbaijani,recognized_identifier,speech-and-audio;multilingual-nlp,intended_for,Text-to-Speech model,Voice of SARA: Azerbaijani text‑to‑speech model based on the VITS architecture.,,,,,
David-A-Amoo/ACE-Step-1.5-Naija-Legacy-Rhythms-LoRA-v1,https://huggingface.co/David-A-Amoo/ACE-Step-1.5-Naija-Legacy-Rhythms-LoRA-v1,speech_audio_music,ace-step--acestep-v15-base,derived_from,primary,text-to-audio,,yo;en,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,This is an experimental LoRA adapter for **ACE-Step 1.5 (Base)** trained on ~31.5 hours of curated Afrobeats and classic Nigerian music styles.,Experimental LoRA adapter for ACE‑Step 1.5 (Base) trained on ~31.5 hours of curated Afrobeats and classic Nigerian music styles for text‑to‑audio generation.,,,,,
FranckyB/VibeVoice-Large,https://huggingface.co/FranckyB/VibeVoice-Large,speech_audio_music,aoi-ot--vibevoice-large,exact_duplicate_of,variant,text-to-speech,9343355361,en;zh,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,the model is trained only on English and Chinese data; outputs in other languages are unsupported and may be unintelligible or offensive.,"A large-scale, open‑source text‑to‑speech model capable of generating expressive, long‑form, multi‑speaker conversational audio up to 90 minutes, designed for research use.",,,,,
IbrahimAmin/hubert-arabic-spoken-dialect-classifier,https://huggingface.co/IbrahimAmin/hubert-arabic-spoken-dialect-classifier,speech_audio_music,facebook--hubert-base-ls960,derived_from,primary,audio-classification,94573202,ar;arz;ary,recognized_identifier,,intended_for,"This model is intended for use in tasks such as dialect identification, linguistic research, and dialect-aware speech processing systems.","Fine-tuned HuBERT model for Arabic spoken dialect classification, distinguishing Modern Standard Arabic and 17 regional dialects from raw audio.",,,,,
Ken-Z/latin_SpeechT5,https://huggingface.co/Ken-Z/latin_SpeechT5,speech_audio_music,microsoft--speecht5-tts,derived_from,primary,text-to-speech,83012982,la;latin,recognized_identifier,multilingual-nlp,fine_tuned_on,This model is a fine-tuned version of [microsoft/speech-t5](https://huggingface.co/microsoft/speecht5_tts) on the Latin language with 67 hours of audio from [Vox Classica](https://huggingface.co/datasets/Ken-Z/Latin-Audio),Fine‑tuned text‑to‑speech model for the Latin language.,,,,,
MALIBA-AI/bambara-tts,https://huggingface.co/MALIBA-AI/bambara-tts,speech_audio_music,sparkaudio--spark-tts-0-5b,derived_from,primary,text-to-speech,506634112,bm;bambara,recognized_identifier,speech-and-audio,intended_for,This model provides neural text-to-speech synthesis for Bambara (Bamanankan),"Neural text‑to‑speech synthesis for Bambara (Bamanankan) with 10 authentic speakers, high‑fidelity audio, and built‑in numeric handling.",,,,,
Marvis-AI/marvis-tts-250m-v0.1-transformers,https://huggingface.co/Marvis-AI/marvis-tts-250m-v0.1-transformers,speech_audio_music,marvis-ai--marvis-tts-250m-v0-1-base,derived_from,primary,text-to-audio,765828961,en;de;pt;fr;mandarin,recognized_identifier,speech-and-audio;multilingual-nlp,intended_for,Marvis is a cutting-edge conversational speech model designed to enable real-time streaming text-to-speech synthesis.,"Marvis is a cutting‑edge conversational speech model designed to enable real‑time streaming text‑to‑speech synthesis on consumer devices such as Apple Silicon, iPhones, iPads, Macs and others.",,,,,
Nadhari/swa-csm-1b,https://huggingface.co/Nadhari/swa-csm-1b,speech_audio_music,sesame--csm-1b,derived_from,primary,text-to-speech,1552791552,sw;swahili (sw),recognized_identifier,speech-and-audio,fine_tuned_on,"Swa-CSM-1B** is the best open-source Swahili text-to-speech model, fine-tuned from [Sesame's CSM-1B](https://huggingface.co/sesame/csm-1b) for high-quality Swahili speech generation.","Swa-CSM-1B is the best open-source Swahili text-to-speech model, fine-tuned from Sesame's CSM-1B for high-quality Swahili speech generation.",,,,,
OpenASR/cohere-transcribe-03-2026,https://huggingface.co/OpenASR/cohere-transcribe-03-2026,speech_audio_music,coherelabs--cohere-transcribe-03-2026,derived_from,primary,automatic-speech-recognition,,en;ar;zh;ja;ko;vi,recognized_identifier,speech-and-audio;multilingual-nlp,intended_for,"audio-in, text-out model built specifically for transcription","Dedicated 2B‑parameter automatic speech recognition model supporting 14 languages, optimized for CPU & GPU inference with no Python dependency.",,,,,
OpenASR/moss-transcribe-diarize,https://huggingface.co/OpenASR/moss-transcribe-diarize,speech_audio_music,openmoss-team--moss-transcribe-diarize,derived_from,primary,automatic-speech-recognition,,zh;en,recognized_identifier,multilingual-nlp,trained_on,"🌐 **Chinese and English first, 15+ additional languages** — optimized for Mandarin and English with broad multilingual coverage built in","Joint transcription and speaker diarization in a single 0.9B-parameter model — know who said what, and when",,,,,
Oriserve/Whisper-Hindi2Hinglish-Swift,https://huggingface.co/Oriserve/Whisper-Hindi2Hinglish-Swift,speech_audio_music,openai--whisper-base,derived_from,primary,automatic-speech-recognition,72593920,en;hi;hinglish,recognized_identifier,speech-and-audio;multilingual-nlp,evaluated_on,Performance Increase**: ~57% average performance increase versus pretrained model across benchmarking datasets,"Whisper-Hindi2Hinglish-Swift is a fine‑tuned Whisper ASR model that transcribes noisy Indian‑accented Hindi and Hinglish audio, achieving a ~57% performance boost over the base model while reducing hallucinations.",,,,,
OuteAI/Llama-OuteTTS-1.0-1B,https://huggingface.co/OuteAI/Llama-OuteTTS-1.0-1B,speech_audio_music,outeai--llama-outetts-1-0-1b,derived_from,primary,text-to-speech,1248397312,en;ar;zh;nl;fr;de;it;ja;ko;lt;ru;es;pt;be;bn;ka;hu;lv;fa;pl;sw;ta;uk,recognized_identifier,speech-and-audio,trained_on,Native Multilingual Text Support:** Direct support for native text across multiple languages eliminates the need for romanization.,"OuteTTS 1.0 is a 1 B‑parameter text‑to‑speech model built on Llama 3.2 that supports multilingual synthesis, one‑shot voice cloning, automatic word alignment, and high‑fidelity audio reconstruction via a DAC encoder.",,,,,
OuteAI/OuteTTS-0.2-500M,https://huggingface.co/OuteAI/OuteTTS-0.2-500M,speech_audio_music,outeai--outetts-0-2-500m,canonical,primary,text-to-speech,499193728,en;zh;ja;ko,recognized_identifier,speech-and-audio;multilingual-nlp,trained_on,Expanded Vocabulary**: Trained on over 5 billion audio prompt tokens,"OuteTTS-0.2-500M is an improved text‑to‑speech model built on Qwen‑2.5‑0.5B, trained on larger and more diverse datasets, offering enhanced accuracy, natural speech, expanded vocabulary, voice cloning, and experimental multilingual support.",,,,,
P2Enjoy/VibeVoice-ASR-BitNet-slim,https://huggingface.co/P2Enjoy/VibeVoice-ASR-BitNet-slim,speech_audio_music,microsoft--vibevoice-asr-bitnet,derived_from,primary,automatic-speech-recognition,,en;fr;it;pt;es;de;zh;ko;vi,recognized_identifier,multilingual-nlp,evaluated_on,"Language coverage.** VibeVoice-ASR was trained on **en, zh, fr, it, ko, pt, vi**.","A repack of the VibeVoice‑ASR‑BitNet model with a redundant tensor removed, providing multilingual automatic speech recognition on CPU using quantized GGUF weights and no speaker diarization.",,,,,
Rabe3/saudi-xtts-v2,https://huggingface.co/Rabe3/saudi-xtts-v2,speech_audio_music,coqui--xtts-v2,derived_from,primary,text-to-speech,,ar;en,recognized_identifier,speech-and-audio;multilingual-nlp,fine_tuned_on,"A fine-tuned [XTTS-v2](https://huggingface.co/coqui/XTTS-v2) model for **Saudi Arabic / English code-switching** text-to-speech, with a single female speaker voice (""Hoda"").","Fine-tuned XTTS‑v2 model for Saudi Arabic / English code‑switching text‑to‑speech with a single female speaker voice ""Hoda"".",,,,,
Roland-JAAI/klonaudio,https://huggingface.co/Roland-JAAI/klonaudio,speech_audio_music,kugelaudio--kugelaudio-0-open,derived_from,primary,text-to-speech,9343355361,de;en;es;fr;it;pt;nl;pl;ru;uk;cs;ro;hu;sv;da;fi;no;el;bg;sk;hr;sr;tr,recognized_identifier,speech-and-audio,intended_for,"Three pre-encoded German voices** (radio, angry, old_lady)",Open‑source text‑to‑speech for European languages with voice cloning,,,,,
IbrahimAdel28/llama_Egyptain_legal_asistance,https://huggingface.co/IbrahimAdel28/llama_Egyptain_legal_asistance,scientific_domain,unsloth--llama-3-2-1b-instruct-unsloth,canonical,primary,text-generation,1235814400,ar;en,recognized_identifier,law,trained_on,An Arabic legal assistant fine-tuned on Egyptian legal texts to identify laws and classify legal documents based on their content.,An Arabic legal assistant fine‑tuned on Egyptian legal texts to identify laws and classify legal documents based on their content.,,,,,
Kirim-ai/Kirim-1-Math,https://huggingface.co/Kirim-ai/Kirim-1-Math,scientific_domain,kirim-ai--kirim-v1-base,derived_from,primary,text-generation,16177428480,zh;en,recognized_identifier,mathematics;education,trained_on,Mathematics Corpus**: 500B tokens,"Kirim-1-Math is a 16‑billion parameter mathematical reasoning model, representing a major leap in the Kirim model series. As the first Kirim model with tool calling capabilities, it combines advanced mathematical problem‑solving with the ability to use external tools and execute calculations.",,,,,
Korshort/emnlp2026_expertqa_exaone3.5-2.4b_exp0_finance_seed1,https://huggingface.co/Korshort/emnlp2026_expertqa_exaone3.5-2.4b_exp0_finance_seed1,scientific_domain,lgai-exaone--exaone-3-5-2-4b-instruct,derived_from,primary,,2400000000,ko;en,recognized_identifier,finance,trained_on,| Domain | finance |,"SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to‑SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous), fine‑tuned on finance domain data using LoRA on the LGAI‑EXAONE/EXAONE‑3.5‑2.4B‑Instruct base model.",,,,,
Korshort/emnlp2026_expertqa_exaone3.5-2.4b_exp1_2_finance_seed1,https://huggingface.co/Korshort/emnlp2026_expertqa_exaone3.5-2.4b_exp1_2_finance_seed1,scientific_domain,lgai-exaone--exaone-3-5-2-4b-instruct,derived_from,primary,,2400000000,ko;en,recognized_identifier,,,,SFT checkpoint from the EMNLP 2026 Industry Track submission *A Factorial Ablation of a Speech-to-SFT Pipeline: Differential Effects on Data Quality and Downstream Transfer* (anonymous).,,,,,
Korshort/emnlp2026_expertqa_exaone3.5-7.8b_exp1_2_finance_seed1,https://huggingface.co/Korshort/emnlp2026_expertqa_exaone3.5-7.8b_exp1_2_finance_seed1,scientific_domain,lgai-exaone--exaone-3-5-7-8b-instruct,derived_from,primary,,7800000000,ko;en,recognized_identifier,finance;speech-and-audio,trained_on,Domain | finance,"SFT checkpoint from the EMNLP 2026 Industry Track submission, fine‑tuned on finance domain data via LoRA from the EXAONE‑3.5‑7.8B‑Instruct base model.",,,,,
Korshort/emnlp2026_expertqa_exaone3.5-7.8b_whisper_medium_exp2_finance_seed2,https://huggingface.co/Korshort/emnlp2026_expertqa_exaone3.5-7.8b_whisper_medium_exp2_finance_seed2,scientific_domain,lgai-exaone--exaone-3-5-7-8b-instruct,derived_from,primary,,7800000000,ko;en,recognized_identifier,,,,"SFT checkpoint for the finance domain, fine‑tuned via LoRA on a Whisper‑medium STT pipeline, intended for research and non‑commercial use.",,,,,
